city_code,date,aqi,co,no2,o3,pm10,pm25,qlty,so2,cond_txt,fl,hum,pcpn,pres,tmp,vis,wind_dir,wind_sc,wind_spd,sug_comf_brf,sug_cw_brf,sug_drsg_brf,sug_flu_brf,sug_sport_brf,sug_trav_brf,sug_uv_brf
CN101120806,2016-07-22,73,NULL,NULL,NULL,94,43,良,NULL,阴,41,75,0,1001,33,9,南风,4-5,18,较不舒适,较适宜,炎热,少发,较适宜,较适宜,弱
CN101120901,2016-07-22,45,NULL,NULL,NULL,39,24,优,NULL,多云,38,65,0,1003,33,10,西南风,4-5,23,较不舒适,不宜,炎热,少发,较不宜,一般,弱
CN101120902,2016-07-22,45,NULL,NULL,NULL,39,24,优,NULL,阵雨,39,69,0,1003,33,10,南风,4-5,23,较不舒适,不宜,炎热,少发,较不宜,一般,弱
CN101120903,2016-07-22,45,NULL,NULL,NULL,39,24,优,NULL,多云,42,68,0,1002,33,10,西南风,5-6,33,较不舒适,不宜,炎热,少发,较不宜,一般,弱
CN101120904,2016-07-22,45,NULL,NULL,NULL,39,24,优,NULL,多云,42,68,0,1003,34,10,西南风,3-4,16,较不舒适,不宜,炎热,少发,较不宜,一般,弱
CN101120905,2016-07-22,45,NULL,NULL,NULL,39,24,优,NULL,阵雨,40,67,0,1003,33,10,南风,4-5,24,较不舒适,不宜,炎热,少发,较不宜,一般,弱
CN101120906,2016-07-22,45,NULL,NULL,NULL,39,24,优,NULL,多云,42,72,0,1003,34,10,西南风,5-6,26,较不舒适,不宜,炎热,少发,较不宜,一般,弱
CN101120907,2016-07-22,45,NULL,NULL,NULL,39,24,优,NULL,多云,40,63,0,1002,33,9,西风,5-6,26,较不舒适,不宜,炎热,少发,较不宜,一般,弱
CN101120908,2016-07-22,45,NULL,NULL,NULL,39,24,优,NULL,多云,40,70,0,1000,32,9,西南风,4-5,19,较不舒适,不宜,炎热,少发,较不宜,一般,弱
CN101120909,2016-07-22,45,NULL,NULL,NULL,39,24,优,NULL,多云,41,69,0,1002,33,10,南风,4-5,19,较不舒适,不宜,炎热,少发,较不宜,一般,弱
CN101120910,2016-07-22,45,NULL,NULL,NULL,39,24,优,NULL,多云,38,68,0,1002,32,10,南风,6-7,39,较不舒适,不宜,炎热,少发,较不宜,一般,弱
CN101121001,2016-07-22,60,NULL,NULL,NULL,67,38,良,NULL,多云,42,66,0,1001,34,10,西南风,4-5,24,很不舒适,较适宜,炎热,少发,较适宜,较适宜,中等
CN101121002,2016-07-22,60,NULL,NULL,NULL,67,38,良,NULL,多云,41,63,0,1000,35,10,南风,4-5,20,很不舒适,较适宜,炎热,少发,较适宜,较适宜,中等
CN101121003,2016-07-22,60,NULL,NULL,NULL,67,38,良,NULL,多云,39,68,0,1001,34,10,西南风,4-5,24,很不舒适,较适宜,炎热,少发,较适宜,较适宜,中等
CN101121004,2016-07-22,60,NULL,NULL,NULL,67,38,良,NULL,多云,42,71,0,1001,34,10,南风,4-5,18,很不舒适,较适宜,炎热,少发,较适宜,较适宜,中等
CN101121005,2016-07-22,60,NULL,NULL,NULL,67,38,良,NULL,多云,41,74,0,1001,34,10,西南风,5-6,29,很不舒适,较适宜,炎热,少发,较适宜,较适宜,中等
CN101121006,2016-07-22,60,NULL,NULL,NULL,67,38,良,NULL,多云,40,76,0,1001,33,9,西南风,4-5,21,很不舒适,较适宜,炎热,少发,较适宜,较适宜,中等
CN101121007,2016-07-22,60,NULL,NULL,NULL,67,38,良,NULL,多云,41,75,0,1001,33,10,南风,4-5,20,很不舒适,较适宜,炎热,少发,较适宜,较适宜,中等
CN101121008,2016-07-22,60,NULL,NULL,NULL,67,38,良,NULL,多云,42,66,0,1001,34,10,南风,4-5,23,很不舒适,较适宜,炎热,少发,较适宜,较适宜,中等
CN101121009,2016-07-22,60,NULL,NULL,NULL,67,38,良,NULL,多云,43,65,0,1001,35,10,西南风,4-5,24,很不舒适,较适宜,炎热,少发,较适宜,较适宜,中等
CN101121101,2016-07-22,67,NULL,NULL,NULL,61,48,良,NULL,多云,40,80,0,1000,32,10,西风,3-4,16,较不舒适,不宜,炎热,少发,较不宜,一般,中等
CN101121102,2016-07-22,67,NULL,NULL,NULL,61,48,良,NULL,多云,41,60,0,1000,34,10,西南风,4-5,20,很不舒适,不宜,炎热,少发,较不宜,一般,中等
CN101121103,2016-07-22,67,NULL,NULL,NULL,61,48,良,NULL,多云,40,68,0,1000,32,10,南风,4-5,24,很不舒适,不宜,炎热,少发,较不宜,一般,中等
CN101121104,2016-07-22,67,NULL,NULL,NULL,61,48,良,NULL,多云,38,72,0,999,32,9,南风,4-5,18,较不舒适,不宜,炎热,少发,较不宜,一般,中等
CN101121105,2016-07-22,67,NULL,NULL,NULL,61,48,良,NULL,多云,40,72,0,999,32,9,西南风,4-5,20,较不舒适,不宜,炎热,少发,较不宜,一般,中等
CN101121106,2016-07-22,67,NULL,NULL,NULL,61,48,良,NULL,多云,41,69,0,1000,33,10,西南风,3-4,14,很不舒适,不宜,炎热,少发,较不宜,一般,中等
CN101121107,2016-07-22,67,NULL,NULL,NULL,61,48,良,NULL,阵雨,40,61,0,1000,34,10,西南风,5-6,25,很不舒适,不宜,炎热,少发,较不宜,一般,中等
CN101121201,2016-07-22,79,NULL,NULL,NULL,105,52,良,NULL,阴,38,64,0,1000,33,10,西南风,4-5,17,较不舒适,不宜,炎热,少发,较适宜,适宜,弱
CN101121202,2016-07-22,79,NULL,NULL,NULL,105,52,良,NULL,阴,38,64,0,1000,33,10,西风,4-5,24,较不舒适,不宜,炎热,少发,较适宜,适宜,弱
CN101121203,2016-07-22,79,NULL,NULL,NULL,105,52,良,NULL,阴,38,62,0,1000,33,9,西风,4-5,23,较不舒适,不宜,炎热,少发,较适宜,适宜,弱
CN101121204,2016-07-22,79,NULL,NULL,NULL,105,52,良,NULL,阵雨,38,70,0,1000,32,10,西南风,4-5,24,较不舒适,不宜,炎热,少发,较适宜,适宜,弱
CN101121205,2016-07-22,79,NULL,NULL,NULL,105,52,良,NULL,阴,42,62,0,1001,34,9,西南风,4-5,18,较不舒适,不宜,炎热,少发,较适宜,适宜,弱
CN101121301,2016-07-22,54,NULL,NULL,NULL,56,28,良,NULL,多云,39,69,0,1004,31,10,南风,7-8,46,较舒适,不宜,热,少发,较不宜,适宜,中等
CN101121302,2016-07-22,56,NULL,NULL,NULL,45,24,良,NULL,多云,37,77,0,1004,29,10,南风,6-7,39,较舒适,不宜,热,较易发,较不宜,适宜,弱
CN101121303,2016-07-22,48,NULL,NULL,NULL,46,33,优,NULL,阴,34,86,0,1004,27,10,南风,4-5,23,较舒适,不宜,热,较易发,较适宜,适宜,弱
CN101230402,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,50,0,1009,36,10,东南风,4-5,19,很不舒适,较适宜,炎热,少发,较适宜,较不宜,强
CN101230403,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,35,78,0,1009,30,10,南风,5-6,26,较不舒适,较适宜,炎热,少发,较适宜,较适宜,强
CN101230404,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,39,61,0,1007,34,10,东南风,5-6,30,很不舒适,较适宜,炎热,少发,较适宜,一般,强
CN101230405,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,39,78,0,1007,30,10,南风,5-6,26,较不舒适,较适宜,炎热,少发,较适宜,较适宜,强
CN101230406,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,39,61,0,1007,34,10,东南风,5-6,28,很不舒适,较适宜,炎热,少发,较适宜,一般,强
CN101230407,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,39,61,0,1007,34,10,东南风,5-6,27,很不舒适,较适宜,炎热,少发,较适宜,一般,强
CN101230501,2016-07-22,64,NULL,NULL,NULL,75,40,良,NULL,晴,39,66,0,1009,33,10,南风,5-6,33,很不舒适,较适宜,炎热,少发,较适宜,一般,强
CN101230502,2016-07-22,64,NULL,NULL,NULL,75,40,良,NULL,晴,40,56,0,1009,35,10,东南风,5-6,33,很不舒适,较适宜,炎热,少发,较适宜,较不宜,强
CN101230504,2016-07-22,64,NULL,NULL,NULL,75,40,良,NULL,晴,35,50,0,1009,36,10,南风,5-6,30,很不舒适,较适宜,炎热,少发,较适宜,一般,强
CN101230505,2016-07-22,64,NULL,NULL,NULL,75,40,良,NULL,晴,35,44,0,1009,33,10,东风,4-5,18,很不舒适,较适宜,炎热,少发,较适宜,较适宜,强
CN101230506,2016-07-22,64,NULL,NULL,NULL,75,40,良,NULL,晴,43,55,0,1007,36,10,南风,4-5,24,很不舒适,较适宜,炎热,少发,较适宜,较不宜,强
CN101230507,2016-07-22,64,NULL,NULL,NULL,75,40,良,NULL,晴,34,89,0,1007,28,10,南风,5-6,32,较舒适,较不宜,热,少发,较不宜,一般,强
CN101230508,2016-07-22,64,NULL,NULL,NULL,75,40,良,NULL,晴,40,66,0,1009,33,10,南风,5-6,31,很不舒适,较适宜,炎热,少发,较适宜,一般,强
CN101230509,2016-07-22,64,NULL,NULL,NULL,75,40,良,NULL,晴,39,64,0,1009,33,10,南风,4-5,19,较不舒适,较适宜,炎热,少发,较适宜,一般,强
CN101230510,2016-07-22,64,NULL,NULL,NULL,75,40,良,NULL,晴,40,66,0,1009,33,10,南风,5-6,32,很不舒适,较适宜,炎热,少发,较适宜,一般,强
CN101230601,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,43,0,1007,36,10,西南风,4-5,23,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101230602,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,47,0,1007,37,10,南风,4-5,21,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101230603,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,43,0,1007,38,10,西北风,4-5,24,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101230604,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,43,0,1007,36,10,东南风,4-5,19,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101230605,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,61,0,1007,35,10,东南风,5-6,30,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101230606,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,38,66,0,1007,33,10,东南风,6-7,41,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230607,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,54,0,1008,35,10,西南风,5-6,29,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230608,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,36,73,0,1008,30,10,南风,6-7,34,较不舒适,较不宜,炎热,少发,较适宜,较适宜,很强
CN101230609,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,57,0,1008,35,10,东南风,4-5,23,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230610,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,35,46,0,1009,36,10,南风,4-5,18,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101230701,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,51,0,1009,34,10,西风,4-5,19,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230702,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,41,48,0,1009,34,10,东北风,3-4,13,很不舒适,较适宜,炎热,少发,较适宜,一般,中等
CN101230703,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,39,45,0,1009,34,10,东南风,3-4,12,很不舒适,较适宜,炎热,少发,较适宜,一般,中等
CN101230704,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,47,0,1009,34,10,西南风,4-5,19,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230705,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,39,44,0,1009,35,10,东南风,4-5,20,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230706,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,41,51,0,1009,33,10,西南风,3-4,15,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230707,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,多云,35,43,0,1009,36,10,东北风,3-4,15,极不舒适,较适宜,炎热,少发,较适宜,较不宜,中等
CN101230801,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,40,48,0,1009,34,10,南风,4-5,17,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101230802,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,41,47,0,1009,34,10,西北风,4-5,21,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230803,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,41,49,0,1009,35,10,西北风,4-5,17,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230804,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,41,48,0,1008,34,10,西风,5-6,29,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230805,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,43,0,1009,36,10,西南风,4-5,19,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101230806,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,41,53,0,1008,35,10,西风,4-5,20,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230807,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,46,0,1009,35,10,西北风,4-5,21,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230808,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,44,44,0,1009,36,10,西风,4-5,18,极不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101230809,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,40,43,0,1009,35,10,东南风,3-4,12,极不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101230810,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,47,0,1009,35,10,西北风,3-4,13,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101230811,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,35,46,0,1009,34,10,西风,3-4,11,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230901,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,44,44,0,1009,36,10,西南风,4-5,18,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101230902,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,48,0,1009,36,10,东风,4-5,18,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101230903,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,44,0,1008,35,10,西北风,4-5,20,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230904,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,46,0,1008,35,10,西南风,4-5,20,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230905,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,48,0,1008,35,10,西南风,4-5,23,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230906,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,50,0,1008,34,10,东风,3-4,12,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230907,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,45,0,1008,35,10,南风,4-5,23,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230908,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,47,0,1008,35,10,南风,4-5,21,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101230909,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,52,0,1008,35,10,西风,4-5,19,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101230910,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,46,0,1009,35,10,北风,3-4,12,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240101,2016-07-22,48,1,7,128,47,21,优,13,晴,40,51,0,1007,35,10,西南风,5-6,31,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240102,2016-07-22,48,NULL,NULL,NULL,47,21,优,NULL,晴,44,48,0,1007,36,10,东风,5-6,25,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240103,2016-07-22,48,NULL,NULL,NULL,47,21,优,NULL,晴,42,49,0,1007,36,10,西南风,5-6,26,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240104,2016-07-22,48,NULL,NULL,NULL,47,21,优,NULL,晴,42,52,0,1007,35,10,西南风,5-6,27,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240105,2016-07-22,48,NULL,NULL,NULL,47,21,优,NULL,晴,41,52,0,1007,36,10,西南风,4-5,20,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240201,2016-07-22,55,NULL,NULL,NULL,57,24,良,NULL,晴,42,57,0,1006,35,10,南风,5-6,33,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240202,2016-07-22,55,NULL,NULL,NULL,57,24,良,NULL,晴,44,44,0,1006,37,10,西南风,5-6,26,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240203,2016-07-22,55,NULL,NULL,NULL,57,24,良,NULL,晴,34,70,0,1006,26,10,西风,4-5,18,较舒适,较适宜,热,少发,较适宜,适宜,强
CN101240204,2016-07-22,55,NULL,NULL,NULL,57,24,良,NULL,晴,41,45,0,1006,36,10,西风,5-6,28,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240205,2016-07-22,55,NULL,NULL,NULL,57,24,良,NULL,晴,43,53,0,1006,35,10,南风,5-6,33,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240206,2016-07-22,55,NULL,NULL,NULL,57,24,良,NULL,晴,40,54,0,1006,35,10,西南风,4-5,21,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240207,2016-07-22,55,NULL,NULL,NULL,57,24,良,NULL,晴,42,53,0,1006,34,10,南风,5-6,30,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240208,2016-07-22,55,NULL,NULL,NULL,57,24,良,NULL,晴,43,58,0,1006,35,10,西南风,5-6,29,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240209,2016-07-22,55,NULL,NULL,NULL,57,24,良,NULL,晴,39,63,0,1006,34,10,西南风,5-6,33,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240210,2016-07-22,55,NULL,NULL,NULL,57,24,良,NULL,晴,37,54,0,1006,35,10,西南风,4-5,19,较不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240212,2016-07-22,55,NULL,NULL,NULL,57,24,良,NULL,晴,44,49,0,1006,36,10,西南风,4-5,24,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240301,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,44,46,0,1007,36,10,西北风,5-6,28,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240302,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,54,0,1007,35,10,西南风,5-6,33,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240303,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,44,56,0,1007,35,10,西风,4-5,17,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240305,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,54,0,1007,36,10,西南风,3-4,16,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240306,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,44,46,0,1007,36,10,西南风,4-5,20,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240307,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,44,47,0,1007,35,10,西南风,4-5,23,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240308,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,45,41,0,1007,38,10,东北风,3-4,12,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240309,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,45,45,0,1007,36,10,北风,3-4,16,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240310,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,46,41,0,1007,37,10,西风,4-5,20,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240311,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,45,43,0,1005,37,9,西北风,4-5,23,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240312,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,41,44,0,1007,36,10,西南风,4-5,17,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240313,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,43,0,1007,36,10,西北风,4-5,21,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240401,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,39,43,0,1007,36,10,西风,5-6,29,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240402,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,48,0,1008,35,10,南风,4-5,19,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240403,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,44,46,0,1008,36,10,西南风,4-5,19,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240404,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,50,0,1007,36,10,西风,4-5,21,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240405,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,48,0,1008,36,10,西南风,4-5,24,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240406,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,49,0,1008,35,10,西南风,4-5,24,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240407,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,41,48,0,1008,36,10,西南风,3-4,11,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240408,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,48,0,1008,35,10,南风,4-5,22,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240409,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,48,0,1008,36,10,南风,4-5,19,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240410,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,41,41,0,1008,36,10,西南风,4-5,17,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240411,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,46,0,1007,35,10,西风,5-6,25,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101240501,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,43,48,0,1007,35,10,西南风,4-5,17,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240502,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,49,0,1006,34,10,西南风,4-5,17,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240503,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,45,48,0,1007,36,10,南风,4-5,19,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240504,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,40,47,0,1007,35,10,西南风,6-7,40,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240505,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,45,46,0,1007,36,10,西南风,4-5,21,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240506,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,45,50,0,1007,36,10,西南风,6-7,39,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240507,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,44,48,0,1006,36,10,西南风,4-5,23,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101240508,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,41,49,0,1007,36,10,西南风,4-5,23,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101251209,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,38,54,0,1007,34,10,南风,4-5,19,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101251210,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,37,59,0,1003,32,10,南风,6-7,42,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101251211,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,52,0,1007,34,10,西南风,5-6,25,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101251212,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,51,0,1006,33,10,西南风,5-6,33,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101251213,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,42,55,0,1007,33,10,南风,5-6,33,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101251401,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,44,44,0,1008,35,10,西南风,5-6,26,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
CN101251402,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,41,42,0,1008,35,10,西南风,5-6,27,很不舒适,较适宜,炎热,少发,较适宜,较不宜,很强
CN101251403,2016-07-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,晴,37,45,0,1008,35,10,西南风,6-7,39,很不舒适,较适宜,炎热,少发,较适宜,一般,很强
