city_code,date,aqi,co,no2,o3,pm10,pm25,qlty,so2,cond_txt,fl,hum,pcpn,pres,tmp,vis,wind_dir,wind_sc,wind_spd,sug_comf_brf,sug_cw_brf,sug_drsg_brf,sug_flu_brf,sug_sport_brf,sug_trav_brf,sug_uv_brf
CN101180307,2016-07-15,,,,,,,,,多云,25,84,0,1004,22,8,北风,4-5,19,较舒适,不宜,舒适,少发,较不宜,适宜,最弱
CN101180308,2016-07-15,,,,,,,,,多云,27,84,0,1003,21,10,东北风,4-5,21,舒适,不宜,较舒适,少发,较不宜,适宜,最弱
CN101180401,2016-07-15,,,,,,,,,多云,25,84,0,1004,22,8,北风,5-6,30,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101180402,2016-07-15,,,,,,,,,多云,25,80,0,1004,23,8,北风,4-5,18,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101180403,2016-07-15,,,,,,,,,多云,25,76,0,1004,24,8,东北风,4-5,21,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101180404,2016-07-15,,,,,,,,,多云,25,83,0,1004,22,8,东北风,4-5,23,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101180405,2016-07-15,,,,,,,,,多云,25,82,0,1004,22,8,东北风,4-5,23,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101180501,2016-07-15,44,,,,27,27,优,,阴,25,77,0,1004,25,8,东北风,5-6,27,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180502,2016-07-15,44,,,,27,27,优,,阴,25,82,0,1004,25,8,东北风,4-5,17,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180503,2016-07-15,44,,,,27,27,优,,阴,25,72,0,1004,25,8,东北风,5-6,33,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180504,2016-07-15,44,,,,27,27,优,,阴,32,69,0,1002,26,10,南风,4-5,21,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180505,2016-07-15,44,,,,27,27,优,,阴,25,72,0,1004,24,8,北风,4-5,18,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180506,2016-07-15,44,,,,27,27,优,,阴,25,81,0,1004,23,8,东北风,3-4,11,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180507,2016-07-15,44,,,,27,27,优,,阴,31,76,0,1002,25,10,东风,4-5,18,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180508,2016-07-15,44,,,,27,27,优,,阴,25,72,0,1004,25,8,东北风,5-6,30,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101180601,2016-07-15,,,,,,,,,阵雨,22,82,0,1003,24,9,北风,5-6,31,较舒适,不宜,舒适,易发,较不宜,一般,最弱
CN101180602,2016-07-15,,,,,,,,,阵雨,28,93,1.1,1003,22,7,西北风,3-4,15,较舒适,不宜,舒适,易发,较不宜,一般,最弱
CN101180603,2016-07-15,,,,,,,,,阵雨,28,91,0.8,1003,23,7,北风,4-5,22,较舒适,不宜,舒适,易发,较不宜,一般,最弱
CN101180604,2016-07-15,,,,,,,,,阵雨,22,96,7.8,1002,22,7,西北风,4-5,20,较舒适,不宜,舒适,易发,较不宜,一般,最弱
CN101180605,2016-07-15,,,,,,,,,阵雨,22,97,3.3,1003,22,7,北风,5-6,28,较舒适,不宜,舒适,极易发,较不宜,一般,最弱
CN101180606,2016-07-15,,,,,,,,,阵雨,22,95,2.6,1002,22,7,北风,3-4,15,较舒适,不宜,舒适,易发,较不宜,一般,最弱
CN101180607,2016-07-15,,,,,,,,,阵雨,22,95,4.5,1002,22,7,西北风,4-5,21,较舒适,不宜,舒适,较易发,较不宜,一般,最弱
CN101180608,2016-07-15,,,,,,,,,阵雨,25,93,2.9,1002,22,7,西北风,5-6,27,较舒适,不宜,舒适,易发,较不宜,一般,最弱
CN101180609,2016-07-15,,,,,,,,,阵雨,28,97,2.9,1002,23,10,西南风,3-4,13,较舒适,不宜,舒适,易发,较不宜,较不宜,最弱
CN101060502,2016-07-15,,,,,,,,,多云,32,53,0,1003,26,10,东北风,4-5,20,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101060503,2016-07-15,,,,,,,,,多云,34,58,0,1003,26,10,北风,4-5,21,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101060504,2016-07-15,,,,,,,,,多云,33,52,0,1003,26,10,东北风,4-5,23,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101060505,2016-07-15,,,,,,,,,阴,34,59,0,1004,27,10,西南风,4-5,21,较舒适,不宜,舒适,较易发,较不宜,适宜,弱
CN101060506,2016-07-15,,,,,,,,,多云,31,59,0,1004,27,9,西南风,4-5,21,较舒适,不宜,热,少发,较不宜,适宜,弱
CN101060601,2016-07-15,,,,,,,,,晴,29,41,0,1005,26,10,东北风,4-5,22,较舒适,较适宜,舒适,少发,较适宜,适宜,强
CN101060602,2016-07-15,,,,,,,,,晴,29,43,0,1005,26,10,东北风,4-5,24,较舒适,较适宜,热,少发,较适宜,适宜,强
CN101060603,2016-07-15,,,,,,,,,晴,29,41,0,1005,27,10,北风,5-6,27,较舒适,较适宜,舒适,少发,较适宜,适宜,强
CN101060604,2016-07-15,,,,,,,,,晴,29,44,0,1006,26,10,东北风,4-5,20,较舒适,较适宜,舒适,少发,较适宜,适宜,强
CN101060605,2016-07-15,,,,,,,,,晴,29,30,0,1005,28,10,东风,5-6,28,较舒适,较适宜,热,少发,较适宜,适宜,强
CN101060701,2016-07-15,,,,,,,,,多云,29,39,0,1003,26,10,东风,4-5,23,较舒适,较适宜,舒适,少发,较适宜,适宜,弱
CN101060702,2016-07-15,,,,,,,,,多云,30,52,0,1003,26,10,东风,5-6,33,较舒适,较适宜,舒适,少发,较适宜,适宜,弱
CN101060703,2016-07-15,,,,,,,,,多云,29,39,0,1003,26,10,东风,4-5,22,较舒适,较适宜,舒适,少发,较适宜,适宜,弱
CN101060801,2016-07-15,,,,,,,,,晴,30,36,0,1005,28,10,东风,4-5,21,较舒适,较适宜,舒适,少发,较适宜,适宜,强
CN101060802,2016-07-15,,,,,,,,,晴,29,43,0,1005,27,10,东风,5-6,27,较舒适,较适宜,舒适,少发,较适宜,适宜,强
CN101060803,2016-07-15,,,,,,,,,晴,30,41,0,1005,28,10,东风,4-5,19,较舒适,较适宜,热,少发,较适宜,适宜,强
CN101060804,2016-07-15,,,,,,,,,晴,29,52,0,1004,25,10,东北风,4-5,17,较舒适,较适宜,热,少发,较适宜,适宜,强
CN101060805,2016-07-15,,,,,,,,,晴,28,42,0,1006,26,10,东风,5-6,31,较舒适,较适宜,舒适,少发,较适宜,适宜,强
CN101060901,2016-07-15,,,,,,,,,晴,31,55,0,1003,26,10,西风,4-5,23,较舒适,不宜,热,少发,较适宜,适宜,中等
CN101060902,2016-07-15,,,,,,,,,晴,33,50,0,1003,26,10,东风,4-5,19,较舒适,不宜,热,少发,较适宜,适宜,中等
CN101060903,2016-07-15,,,,,,,,,晴,34,58,0,1004,27,9,南风,4-5,18,较舒适,不宜,热,少发,较适宜,适宜,中等
CN101060904,2016-07-15,,,,,,,,,多云,31,45,0,1004,25,10,北风,3-4,13,较舒适,较适宜,舒适,少发,较适宜,适宜,弱
CN101060905,2016-07-15,,,,,,,,,晴,28,50,0,1004,26,10,西南风,4-5,18,较舒适,较适宜,舒适,较易发,较适宜,适宜,强
CN101060906,2016-07-15,,,,,,,,,晴,33,55,0,1004,26,10,西风,4-5,23,较舒适,不宜,热,少发,较适宜,适宜,中等
CN101060907,2016-07-15,,,,,,,,,晴,32,53,0,1003,27,10,西风,4-5,23,较舒适,不宜,热,少发,较适宜,适宜,中等
CN101070101,2016-07-15,55,1,28,145,58,26,良,21,多云,27,53,0,1003,26,10,南风,3-4,11,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101070103,2016-07-15,55,,,,58,26,良,,多云,27,55,0,1003,25,10,北风,4-5,17,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101070104,2016-07-15,55,,,,58,26,良,,多云,27,53,0,1003,26,10,东北风,4-5,17,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101070105,2016-07-15,55,,,,58,26,良,,多云,27,57,0,1003,26,10,北风,4-5,23,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101070106,2016-07-15,55,,,,58,26,良,,多云,27,51,0,1003,27,10,西北风,3-4,13,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101070201,2016-07-15,60,1,22,115,68,33,良,8,阵雨,28,77,0.1,1002,24,10,南风,4-5,19,较舒适,不宜,热,较易发,较不宜,适宜,弱
CN101070202,2016-07-15,59,,,,65,27,良,,多云,28,69,0,1002,25,10,东南风,5-6,27,较舒适,较不宜,热,较易发,较适宜,适宜,弱
CN101070203,2016-07-15,60,,,,68,33,良,,多云,29,84,0,1003,24,10,南风,4-5,23,较舒适,较不宜,热,较易发,较适宜,适宜,弱
CN101070204,2016-07-15,60,,,,68,33,良,,多云,28,79,0.1,1002,26,10,东风,4-5,22,较舒适,较不宜,热,较易发,较适宜,适宜,弱
CN101070205,2016-07-15,60,,,,68,33,良,,阵雨,28,87,0.5,1002,24,10,西南风,4-5,19,较舒适,不宜,热,较易发,较不宜,适宜,弱
CN101070206,2016-07-15,60,,,,68,33,良,,多云,28,95,0,1002,23,10,南风,4-5,18,较舒适,不宜,舒适,易发,较适宜,适宜,弱
CN101070207,2016-07-15,60,,,,68,33,良,,阵雨,28,79,0,1002,25,10,南风,3-4,11,较舒适,不宜,热,易发,较适宜,适宜,弱
CN101070301,2016-07-15,86,,,,104,63,良,,多云,27,54,0,1003,25,10,东北风,4-5,22,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070302,2016-07-15,86,,,,104,63,良,,多云,31,60,0,1003,24,10,西北风,3-4,12,较舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101070303,2016-07-15,86,,,,104,63,良,,多云,31,68,0,1003,25,10,东南风,4-5,21,较舒适,不宜,舒适,较易发,较适宜,适宜,弱
CN101070304,2016-07-15,86,,,,104,63,良,,多云,29,64,0,1003,24,10,东北风,3-4,12,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070401,2016-07-15,57,,,,49,26,良,,多云,27,54,0,1003,26,10,西南风,3-4,10,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070402,2016-07-15,57,,,,49,26,良,,多云,31,57,0,1003,26,9,南风,3-4,16,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070403,2016-07-15,57,,,,49,26,良,,多云,34,55,0,1003,27,10,南风,4-5,17,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070404,2016-07-15,57,,,,49,26,良,,多云,27,54,0,1003,26,10,西南风,3-4,14,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070501,2016-07-15,44,,,,43,24,优,,多云,27,53,0,1003,26,10,西南风,4-5,17,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070502,2016-07-15,44,,,,43,24,优,,多云,27,62,0,1003,24,10,南风,5-6,32,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070504,2016-07-15,44,,,,43,24,优,,多云,31,62,0,1004,26,9,南风,4-5,23,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101070601,2016-07-15,39,,,,30,15,优,,阴,30,69,0,1004,24,10,西南风,4-5,19,较舒适,不宜,舒适,较易发,较不宜,适宜,最弱
CN101070602,2016-07-15,39,,,,30,15,优,,阴,29,59,0,1003,27,10,南风,5-6,26,较舒适,不宜,舒适,易发,较不宜,适宜,最弱
CN101070603,2016-07-15,39,,,,30,15,优,,多云,29,62,0,1003,25,10,西南风,5-6,28,较舒适,不宜,舒适,较易发,较不宜,适宜,最弱
CN101070604,2016-07-15,39,,,,30,15,优,,阴,30,69,0,1004,24,10,南风,3-4,14,较舒适,不宜,舒适,易发,较不宜,适宜,最弱
CN101070701,2016-07-15,41,,,,33,13,优,,多云,29,38,0,1003,25,10,东北风,4-5,24,较舒适,较不宜,热,较易发,较适宜,适宜,弱
CN101070702,2016-07-15,41,,,,33,13,优,,多云,29,43,0,1003,25,10,北风,4-5,20,较舒适,较不宜,热,较易发,较适宜,适宜,弱
CN101070704,2016-07-15,41,,,,33,13,优,,多云,29,37,0,1003,25,10,东北风,4-5,22,较舒适,较不宜,热,较易发,较适宜,适宜,弱
CN101070705,2016-07-15,41,,,,33,13,优,,多云,30,51,0,1003,25,10,东北风,4-5,19,较舒适,较不宜,热,较易发,较适宜,适宜,弱
CN101070706,2016-07-15,41,,,,33,13,优,,多云,30,49,0,1003,24,10,东北风,5-6,31,舒适,较不宜,舒适,较易发,较适宜,适宜,弱
CN101070801,2016-07-15,64,,,,75,33,良,,阵雨,29,74,0,1003,22,10,东北风,5-6,27,舒适,不宜,舒适,较易发,较不宜,适宜,最弱
CN101070802,2016-07-15,64,,,,75,33,良,,阵雨,29,70,0,1003,23,10,北风,5-6,28,舒适,不宜,舒适,较易发,较不宜,适宜,最弱
CN101070803,2016-07-15,64,,,,75,33,良,,阵雨,32,66,0,1003,24,10,东北风,4-5,20,舒适,不宜,舒适,较易发,较不宜,适宜,最弱
CN101070901,2016-07-15,,,,,,,,,多云,30,39,0,1003,26,10,北风,4-5,23,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101070902,2016-07-15,,,,,,,,,多云,27,46,0,1003,26,10,北风,4-5,20,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101071001,2016-07-15,,,,,,,,,多云,27,59,0,1003,25,10,西南风,3-4,15,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071002,2016-07-15,,,,,,,,,多云,27,64,0,1003,24,10,北风,4-5,20,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071003,2016-07-15,,,,,,,,,多云,27,66,0,1003,25,10,东北风,3-4,10,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071004,2016-07-15,,,,,,,,,多云,27,59,0,1003,25,10,西南风,3-4,11,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071101,2016-07-15,,,,,,,,,多云,27,49,0,1003,29,10,西风,4-5,22,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071102,2016-07-15,,,,,,,,,多云,27,49,0,1003,28,10,南风,4-5,22,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071103,2016-07-15,,,,,,,,,多云,30,49,0,1003,28,10,西北风,4-5,19,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071104,2016-07-15,,,,,,,,,多云,30,45,0,1003,28,10,东风,4-5,21,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071105,2016-07-15,,,,,,,,,多云,27,49,0,1003,29,10,西风,4-5,21,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101071201,2016-07-15,,,,,,,,,多云,26,40,0,1003,24,10,东北风,5-6,27,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101071203,2016-07-15,,,,,,,,,多云,27,31,0,1003,23,10,东风,4-5,21,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101071204,2016-07-15,,,,,,,,,多云,27,45,0,1003,24,10,东北风,4-5,20,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101071205,2016-07-15,,,,,,,,,多云,28,43,0,1003,23,10,北风,4-5,22,较舒适,较适宜,热,少发,较适宜,适宜,弱
CN101071207,2016-07-15,,,,,,,,,多云,27,43,0,1003,21,10,东北风,3-4,16,较舒适,较适宜,舒适,少发,较适宜,适宜,弱
CN101071301,2016-07-15,33,,,,29,14,优,,多云,31,64,0,1003,23,10,东风,5-6,27,舒适,不宜,舒适,较易发,较适宜,适宜,弱
CN101071302,2016-07-15,33,,,,29,14,优,,多云,31,64,0,1003,23,10,东风,5-6,29,舒适,不宜,舒适,较易发,较适宜,适宜,弱
CN101071303,2016-07-15,33,,,,29,14,优,,多云,31,68,0,1003,23,10,北风,4-5,20,舒适,不宜,舒适,少发,较适宜,适宜,弱
CN101071401,2016-07-15,47,,,,39,14,优,,多云,29,47,0,1003,24,10,北风,5-6,31,舒适,不宜,舒适,较易发,较适宜,适宜,弱
CN101071402,2016-07-15,47,,,,39,14,优,,多云,26,32,0,1003,24,10,东北风,4-5,17,较舒适,较适宜,舒适,少发,较适宜,适宜,弱
CN101071403,2016-07-15,47,,,,39,14,优,,多云,28,51,0,1003,25,10,东北风,3-4,15,较舒适,较适宜,舒适,少发,较适宜,适宜,弱
CN101071404,2016-07-15,47,,,,39,14,优,,多云,28,43,0,1003,25,10,东北风,5-6,30,舒适,不宜,舒适,较易发,较适宜,适宜,弱
CN101080101,2016-07-15,48,1,16,135,38,26,优,7,阵雨,21,70,0,1004,20,10,南风,4-5,21,舒适,不宜,舒适,少发,较不宜,较不宜,最弱
CN101080102,2016-07-15,48,,,,38,26,优,,阵雨,30,64,0,998,21,9,东风,3-4,13,舒适,不宜,舒适,少发,较不宜,一般,最弱
CN101080103,2016-07-15,48,,,,38,26,优,,阵雨,30,64,0,998,22,9,东南风,5-6,25,舒适,不宜,舒适,少发,较不宜,一般,最弱
CN101080104,2016-07-15,48,,,,38,26,优,,阵雨,21,64,0,1004,21,10,南风,5-6,26,舒适,不宜,舒适,较易发,较不宜,较不宜,最弱
CN101080105,2016-07-15,48,,,,38,26,优,,阵雨,21,65,0,1004,21,10,西南风,4-5,24,舒适,不宜,舒适,较易发,较不宜,较不宜,最弱
CN101080106,2016-07-15,48,,,,38,26,优,,阵雨,21,68,0,1004,22,10,南风,4-5,23,舒适,不宜,舒适,少发,较不宜,一般,最弱
CN101080107,2016-07-15,48,,,,38,26,优,,阵雨,25,78,0,998,16,7,南风,5-6,32,舒适,不宜,较舒适,较易发,较不宜,一般,最弱
CN101080201,2016-07-15,66,,,,53,32,良,,阵雨,30,56,0,998,25,10,西南风,4-5,18,舒适,不宜,舒适,少发,较不宜,适宜,最弱
CN101080202,2016-07-15,66,,,,53,32,良,,多云,25,67,0,998,18,9,西北风,6-7,41,舒适,不宜,较舒适,较易发,较不宜,适宜,最弱
CN101080203,2016-07-15,66,,,,53,32,良,,阵雨,22,79,0,997,17,9,西北风,7-8,47,舒适,不宜,较舒适,较易发,较不宜,适宜,最弱
CN101080204,2016-07-15,66,,,,53,32,良,,阵雨,30,54,0,998,25,9,东风,3-4,12,舒适,不宜,舒适,少发,较不宜,适宜,最弱
CN101080205,2016-07-15,66,,,,53,32,良,,阵雨,28,56,0,998,22,7,西南风,5-6,30,舒适,不宜,较舒适,较易发,较不宜,适宜,最弱
CN101080206,2016-07-15,66,,,,53,32,良,,阵雨,23,85,2.9,997,16,9,西北风,4-5,22,舒适,不宜,较舒适,少发,较不宜,一般,最弱
CN101080207,2016-07-15,66,,,,53,32,,,阵雨,22,88,1.1,998,15,7,东南风,5-6,33,舒适,不宜,较舒适,较易发,较不宜,一般,最弱
CN101080301,2016-07-15,,,,,,,,,多云,29,37,0,999,28,10,西北风,5-6,28,较舒适,不宜,热,少发,较不宜,适宜,中等
CN101080401,2016-07-15,,,,,,,,,阵雨,25,75,0.1,999,16,7,西南风,5-6,33,舒适,不宜,较舒适,易发,较不宜,一般,最弱
CN101080402,2016-07-15,,,,,,,,,阵雨,25,67,0,999,19,7,南风,4-5,21,舒适,不宜,较舒适,易发,较不宜,一般,最弱
CN101081206,2016-07-15,,,,,,,,,晴,26,17,0,1001,31,10,西风,6-7,39,较不舒适,较适宜,热,少发,较适宜,适宜,很强
CN101081207,2016-07-15,,,,,,,,,阵雨,29,38,0,1001,26,10,西北风,6-7,38,较舒适,不宜,热,少发,较不宜,适宜,中等
CN101081208,2016-07-15,,,,,,,,,晴,27,24,0,1004,29,10,西北风,6-7,42,较不舒适,较适宜,热,少发,较适宜,适宜,很强
CN101081209,2016-07-15,,,,,,,,,阵雨,26,46,0,1002,23,10,北风,6-7,42,较舒适,不宜,热,少发,较不宜,适宜,中等
CN101081210,2016-07-15,,,,,,,,,晴,27,24,0,1004,29,10,西北风,6-7,38,较不舒适,较适宜,热,少发,较适宜,适宜,很强
CN101081211,2016-07-15,,,,,,,,,阵雨,29,38,0,1001,26,10,西北风,6-7,35,较舒适,不宜,热,少发,较不宜,适宜,中等
CN101081212,2016-07-15,,,,,,,,,晴,26,17,0,1001,31,10,西风,6-7,40,较不舒适,较适宜,热,少发,较适宜,适宜,很强
CN101090101,2016-07-15,49,0,21,118,48,31,优,10,阴,26,77,0,1003,22,10,西南风,3-4,12,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090102,2016-07-15,49,,,,48,31,优,,阴,26,81,0,1003,21,10,东南风,4-5,21,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090103,2016-07-15,49,,,,48,31,优,,阴,26,69,0,1003,23,10,东南风,3-4,13,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090104,2016-07-15,49,,,,48,31,优,,阴,26,68,0,1003,24,10,南风,3-4,14,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090105,2016-07-15,49,,,,48,31,优,,阴,26,73,0,1003,22,10,南风,3-4,11,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090106,2016-07-15,49,,,,48,31,优,,阴,26,72,?,1003,23,10,南风,3-4,12,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090107,2016-07-15,49,,,,48,31,优,,阴,26,72,0,1003,23,10,东风,4-5,17,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090108,2016-07-15,49,,,,48,31,优,,阴,28,76,0,1003,23,10,东南风,4-5,17,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090109,2016-07-15,49,,,,48,31,优,,阴,26,70,0,1003,22,10,东风,3-4,10,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090110,2016-07-15,49,,,,48,31,优,,阴,33,67,0,1003,24,10,东北风,3-4,12,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090111,2016-07-15,49,,,,48,31,优,,阴,26,75,0,1003,22,10,东风,3-4,15,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090112,2016-07-15,49,,,,48,31,优,,阴,26,68,0,1003,23,10,东南风,4-5,24,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090113,2016-07-15,49,,,,48,31,优,,阴,26,74,0,1003,23,10,东南风,4-5,20,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090114,2016-07-15,49,,,,48,31,优,,阴,32,64,0,1003,24,10,南风,3-4,15,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090115,2016-07-15,49,,,,48,31,优,,阴,33,69,0,1003,24,10,东风,3-4,14,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090116,2016-07-15,49,,,,48,31,优,,阴,30,71,0,1003,23,10,东南风,3-4,12,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090117,2016-07-15,49,,,,48,31,优,,阴,26,75,0,1003,23,10,西北风,3-4,12,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090118,2016-07-15,49,,,,48,31,优,,阴,26,77,0,1003,22,10,西南风,3-4,11,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090201,2016-07-15,56,1,31,88,59,30,良,23,阴,34,65,0,1002,25,10,西风,3-4,14,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090202,2016-07-15,56,,,,59,30,良,,阴,29,76,0.2,1002,23,10,西南风,3-4,13,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090203,2016-07-15,56,,,,59,30,良,,阵雨,26,85,0,1003,20,10,西风,3-4,13,较舒适,不宜,舒适,少发,较不宜,一般,弱
CN101090204,2016-07-15,56,,,,59,30,良,,阴,34,58,0,1002,26,10,西南风,3-4,14,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090205,2016-07-15,56,,,,59,30,良,,阵雨,26,62,0,1003,25,10,西南风,3-4,15,较舒适,不宜,热,少发,较不宜,一般,弱
CN101090206,2016-07-15,56,,,,59,30,良,,阴,34,46,0,1002,27,10,东风,4-5,24,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090207,2016-07-15,56,,,,59,30,良,,阴,34,47,0,1002,27,10,东南风,4-5,18,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090209,2016-07-15,56,,,,59,30,良,,阵雨,21,80,0,1002,17,10,东风,3-4,16,舒适,不宜,较舒适,较易发,较不宜,一般,弱
CN101090210,2016-07-15,56,,,,59,30,良,,阴,26,64,0,1003,25,10,南风,3-4,16,较舒适,不宜,舒适,少发,较适宜,适宜,最弱
CN101090211,2016-07-15,56,,,,59,30,良,,阴,25,51,0,1003,27,7,西南风,3-4,10,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090212,2016-07-15,56,,,,59,30,良,,阵雨,26,68,0,1003,24,10,东南风,3-4,10,较舒适,不宜,热,少发,较不宜,一般,弱
CN101090214,2016-07-15,56,,,,59,30,良,,阵雨,26,78,0,1003,22,10,西风,3-4,11,较舒适,不宜,舒适,少发,较不宜,一般,弱
CN101090215,2016-07-15,56,,,,59,30,良,,阴,25,46,0,1003,27,7,东南风,4-5,17,较舒适,不宜,热,少发,较适宜,适宜,弱
CN101090216,2016-07-15,56,,,,59,30,良,,阵雨,26,62,0,1003,25,10,西南风,3-4,10,较舒适,不宜,舒适,少发,较不宜,一般,弱
